ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325].png","[0.0, -1.6755160819145565, 2.0943951023931953, 19.543270543750435, 55.596595934577195, 8.407371807253325]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.6755160819145565, 1.832595714594046, 22.979259407607476, 108.76434777640601, 48.3331426882566].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.6755160819145565, 1.832595714594046, 22.979259407607476, 108.76434777640601, 48.3331426882566].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.6755160819145565, 1.832595714594046, 22.979259407607476, 108.76434777640601, 48.3331426882566].png","[0.0, -1.6755160819145565, 1.832595714594046, 22.979259407607476, 108.76434777640601, 48.3331426882566]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.6755160819145565, 1.5707963267948966, 77.51631093540665, 155.6287123611535, 1.821738472510901].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.6755160819145565, 1.5707963267948966, 77.51631093540665, 155.6287123611535, 1.821738472510901].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.6755160819145565, 1.5707963267948966, 77.51631093540665, 155.6287123611535, 1.821738472510901].png","[0.0, -1.6755160819145565, 1.5707963267948966, 77.51631093540665, 155.6287123611535, 1.821738472510901]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.6755160819145565, 1.308996938995747, 22.422142926225405, 121.5147254120541, 47.63755014211767].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.6755160819145565, 1.308996938995747, 22.422142926225405, 121.5147254120541, 47.63755014211767].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.6755160819145565, 1.308996938995747, 22.422142926225405, 121.5147254120541, 47.63755014211767].png","[0.0, -1.6755160819145565, 1.308996938995747, 22.422142926225405, 121.5147254120541, 47.63755014211767]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, -2.0, 115.93665914979539, 54.37170685167399, 35.20066217074528].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, -2.0, 115.93665914979539, 54.37170685167399, 35.20066217074528].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, -2.0, 115.93665914979539, 54.37170685167399, 35.20066217074528].png","[0.0, -1.4660765716752369, -2.0, 115.93665914979539, 54.37170685167399, 35.20066217074528]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, -2.0943951023931953, 31.848984549093583, 60.694666275867455, 135.59290267169476].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, -2.0943951023931953, 31.848984549093583, 60.694666275867455, 135.59290267169476].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, -2.0943951023931953, 31.848984549093583, 60.694666275867455, 135.59290267169476].png","[0.0, -1.4660765716752369, -2.0943951023931953, 31.848984549093583, 60.694666275867455, 135.59290267169476]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, -1.832595714594046, 66.53044734468028, 34.04812200377302, 73.25377016552018].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, -1.832595714594046, 66.53044734468028, 34.04812200377302, 73.25377016552018].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, -1.832595714594046, 66.53044734468028, 34.04812200377302, 73.25377016552018].png","[0.0, -1.4660765716752369, -1.832595714594046, 66.53044734468028, 34.04812200377302, 73.25377016552018]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, -1.5707963267948966, 173.02470138713488, 126.04390190849091, 134.40480683366394].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, -1.5707963267948966, 173.02470138713488, 126.04390190849091, 134.40480683366394].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, -1.5707963267948966, 173.02470138713488, 126.04390190849091, 134.40480683366394].png","[0.0, -1.4660765716752369, -1.5707963267948966, 173.02470138713488, 126.04390190849091, 134.40480683366394]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, -1.308996938995747, 132.12560878126968, 43.39242541939577, 103.25570750845125].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, -1.308996938995747, 132.12560878126968, 43.39242541939577, 103.25570750845125].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, -1.308996938995747, 132.12560878126968, 43.39242541939577, 103.25570750845125].png","[0.0, -1.4660765716752369, -1.308996938995747, 132.12560878126968, 43.39242541939577, 103.25570750845125]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, 2.0, 93.3271360031397, 43.045577065622666, 170.48318555975138].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, 2.0, 93.3271360031397, 43.045577065622666, 170.48318555975138].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, 2.0, 93.3271360031397, 43.045577065622666, 170.48318555975138].png","[0.0, -1.4660765716752369, 2.0, 93.3271360031397, 43.045577065622666, 170.48318555975138]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, 2.0943951023931953, 34.643630577770416, 46.18389710758022, 54.0442139281697].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, 2.0943951023931953, 34.643630577770416, 46.18389710758022, 54.0442139281697].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, 2.0943951023931953, 34.643630577770416, 46.18389710758022, 54.0442139281697].png","[0.0, -1.4660765716752369, 2.0943951023931953, 34.643630577770416, 46.18389710758022, 54.0442139281697]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, 1.832595714594046, 45.63983777705832, 169.67898288787003, 69.39638282604561].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, 1.832595714594046, 45.63983777705832, 169.67898288787003, 69.39638282604561].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, 1.832595714594046, 45.63983777705832, 169.67898288787003, 69.39638282604561].png","[0.0, -1.4660765716752369, 1.832595714594046, 45.63983777705832, 169.67898288787003, 69.39638282604561]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, 1.5707963267948966, 81.11909019358254, 140.90162909598925, 66.4417600917752].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, 1.5707963267948966, 81.11909019358254, 140.90162909598925, 66.4417600917752].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, 1.5707963267948966, 81.11909019358254, 140.90162909598925, 66.4417600917752].png","[0.0, -1.4660765716752369, 1.5707963267948966, 81.11909019358254, 140.90162909598925, 66.4417600917752]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.4660765716752369, 1.308996938995747, 112.21599541867192, 41.720139546160844, 178.8744128781505].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.4660765716752369, 1.308996938995747, 112.21599541867192, 41.720139546160844, 178.8744128781505].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.4660765716752369, 1.308996938995747, 112.21599541867192, 41.720139546160844, 178.8744128781505].png","[0.0, -1.4660765716752369, 1.308996938995747, 112.21599541867192, 41.720139546160844, 178.8744128781505]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, -2.0, 124.44835658077412, 135.99697929720944, 60.47970507710529].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, -2.0, 124.44835658077412, 135.99697929720944, 60.47970507710529].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, -2.0, 124.44835658077412, 135.99697929720944, 60.47970507710529].png","[0.0, -1.2566370614359172, -2.0, 124.44835658077412, 135.99697929720944, 60.47970507710529]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, -2.0943951023931953, 18.45485893977042, 3.9108447041103944, 109.15429026748392].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, -2.0943951023931953, 18.45485893977042, 3.9108447041103944, 109.15429026748392].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, -2.0943951023931953, 18.45485893977042, 3.9108447041103944, 109.15429026748392].png","[0.0, -1.2566370614359172, -2.0943951023931953, 18.45485893977042, 3.9108447041103944, 109.15429026748392]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, -1.832595714594046, 63.603620532896954, 175.5396824617458, 118.63324892525924].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, -1.832595714594046, 63.603620532896954, 175.5396824617458, 118.63324892525924].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, -1.832595714594046, 63.603620532896954, 175.5396824617458, 118.63324892525924].png","[0.0, -1.2566370614359172, -1.832595714594046, 63.603620532896954, 175.5396824617458, 118.63324892525924]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695].png","[0.0, -1.2566370614359172, -1.5707963267948966, 6.239201811700736, 5.739141697123722, 134.24175787831695]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625].png","[0.0, -1.2566370614359172, -1.308996938995747, 36.28521441519898, 71.46758125682896, 64.62074666569625]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326].png","[0.0, -1.2566370614359172, 2.0, 0.4608325279965375, 117.10920181392348, 141.44043269525326]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213].png","[0.0, -1.2566370614359172, 2.0943951023931953, 125.03183215693377, 41.24440493539685, 87.78015774449213]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098].png","[0.0, -1.2566370614359172, 1.832595714594046, 7.584126890684324, 82.39329266092248, 16.30595762230098]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162].png","[0.0, -1.2566370614359172, 1.5707963267948966, 176.04275624293808, 103.88778332664548, 157.89122983010162]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389].png","[0.0, -1.2566370614359172, 1.308996938995747, 74.35426345849243, 167.25430874495777, 15.107221421794389]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235].png","[0.0, -1.0471975511965979, -2.0, 111.41540849175253, 62.62563733536724, 53.64239971011235]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895].png","[0.0, -1.0471975511965979, -2.0943951023931953, 20.492875728685384, 104.83617100978458, 110.30161236157895]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441].png","[0.0, -1.0471975511965979, -1.832595714594046, 17.33547048546866, 137.70998577193274, 55.54632847061441]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441].png","[0.0, -1.0471975511965979, -1.5707963267948966, 152.944311442766, 109.42440703203111, 120.20357546412441]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213].png","[0.0, -1.0471975511965979, -1.308996938995747, 124.49961033445561, 167.39689225346626, 62.09129299093213]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108].png","[0.0, -1.0471975511965979, 2.0, 36.747331573879265, 5.675112724886233, 172.36983094476108]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784].png","[0.0, -1.0471975511965979, 2.0943951023931953, 162.09816125349565, 84.9088541524837, 153.52809327965784]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953].png","[0.0, -1.0471975511965979, 1.832595714594046, 0.5867416260853453, 51.17792311216171, 64.818635485953]"
